x y
0.20104750847124 -0.02581719536080066
0.211213648288866 -0.025933685171019454
0.221562191755906 -0.026019298868148896
0.232086602510502 -0.0260732755545572
0.242780233109247 -0.026095609701448263
0.253636329225854 -0.026087267299472226
0.264648033917334 -0.026049371724197714
0.275808391954984 -0.02598211286495783
0.287110354217464 -0.025884880048226793
0.298546782143169 -0.02575718158739298
0.310110452239099 -0.025598947027684685
0.321794060643375 -0.025409858715252878
0.333590227738507 -0.025189003117191102
0.345491502812526 -0.024935423443709196
0.357490368765012 -0.024648958335833287
0.369579246855052 -0.024330760781794726
0.381750501488138 -0.023981438089042826
0.393996445038973 -0.023600895801595204
0.406309342707138 -0.023188631118721006
0.418681417402558 -0.022744608053361454
0.431104854657681 -0.02227011603676341
0.443571807563259 -0.021767119086702532
0.456074401724628 -0.021238130353550405
